key,species,latitude,longitude,type,date,info
721,Gentiana Pneumonanthe,51.78646,24.49286,Plant,06/05/2022,Placeholder Info
722,Myriophyllum Verticillatum,50.28076,21.41912,Plant,06/05/2022,Placeholder Info
723,Gentiana Pneumonanthe,49.28788,23.02991,Plant,06/05/2022,Placeholder Info
724,Japanese Knotweed,50.77953,23.45158,Plant,06/05/2022,Placeholder Info
725,Myriophyllum Verticillatum,47.22119,16.15483,Plant,06/05/2022,Placeholder Info
726,Daisy,49.37914,22.51093,Plant,06/05/2022,Placeholder Info
727,Gentiana Pneumonanthe,47.78715,13.31939,Plant,06/05/2022,Placeholder Info
728,Yellow Water-Lily,47.9937,6.0646,Plant,06/05/2022,Placeholder Info
729,Daisy,47.75339,12.40843,Plant,06/05/2022,Placeholder Info
730,Gentiana Pneumonanthe,50.00133,13.04271,Plant,06/05/2022,Placeholder Info
731,Myriophyllum Verticillatum,50.46486,7.05176,Plant,06/05/2022,Placeholder Info
732,Yellow Water-Lily,50.54442,6.85828,Plant,06/05/2022,Placeholder Info
733,Japanese Knotweed,49.50279,21.15335,Plant,06/05/2022,Placeholder Info
734,Daisy,48.20434,27.42809,Plant,06/05/2022,Placeholder Info
735,Myriophyllum Verticillatum,49.85119,5.66363,Plant,06/05/2022,Placeholder Info
736,Gentiana Pneumonanthe,47.25871,14.60692,Plant,06/05/2022,Placeholder Info
737,Daisy,50.90229,14.55724,Plant,06/05/2022,Placeholder Info
738,Gentiana Pneumonanthe,48.29372,7.22209,Plant,06/05/2022,Placeholder Info
739,Gentiana Pneumonanthe,47.436,17.64407,Plant,06/05/2022,Placeholder Info
740,Daisy,51.34305,19.35696,Plant,06/05/2022,Placeholder Info
741,Yellow Water-Lily,48.30734,7.79245,Plant,06/05/2022,Placeholder Info
742,Gentiana Pneumonanthe,51.91034,13.42349,Plant,06/05/2022,Placeholder Info
743,Daisy,50.78131,8.57059,Plant,06/05/2022,Placeholder Info
744,Yellow Water-Lily,48.25514,20.43699,Plant,06/05/2022,Placeholder Info
745,Myriophyllum Verticillatum,48.28888,13.43203,Plant,06/05/2022,Placeholder Info
746,Yellow Water-Lily,47.01387,24.77866,Plant,06/05/2022,Placeholder Info
747,Yellow Water-Lily,50.89148,13.11509,Plant,06/05/2022,Placeholder Info
748,Gentiana Pneumonanthe,47.2668,19.49878,Plant,06/05/2022,Placeholder Info
749,Myriophyllum Verticillatum,47.85301,27.93341,Plant,06/05/2022,Placeholder Info
750,Gentiana Pneumonanthe,48.36136,19.59439,Plant,06/05/2022,Placeholder Info
751,Myriophyllum Verticillatum,51.84964,15.63903,Plant,06/05/2022,Placeholder Info
752,Daisy,50.74713,24.73569,Plant,06/05/2022,Placeholder Info
753,Gentiana Pneumonanthe,50.4163,20.053,Plant,06/05/2022,Placeholder Info
754,Japanese Knotweed,49.38343,9.49064,Plant,06/05/2022,Placeholder Info
755,Myriophyllum Verticillatum,51.5373,12.11664,Plant,06/05/2022,Placeholder Info
756,Gentiana Pneumonanthe,48.4879,10.83506,Plant,06/05/2022,Placeholder Info
757,Gentiana Pneumonanthe,49.49447,22.34704,Plant,06/05/2022,Placeholder Info
758,Japanese Knotweed,49.69544,9.44736,Plant,06/05/2022,Placeholder Info
759,Gentiana Pneumonanthe,50.97739,9.26118,Plant,06/05/2022,Placeholder Info
760,Japanese Knotweed,47.52171,10.16092,Plant,06/05/2022,Placeholder Info
761,Yellow Water-Lily,50.54126,23.98101,Plant,06/05/2022,Placeholder Info
762,Gentiana Pneumonanthe,47.46504,6.63817,Plant,06/05/2022,Placeholder Info
763,Yellow Water-Lily,48.74696,5.27831,Plant,06/05/2022,Placeholder Info
764,Japanese Knotweed,51.65083,26.86157,Plant,06/05/2022,Placeholder Info
765,Japanese Knotweed,49.31224,12.88507,Plant,06/05/2022,Placeholder Info
766,Myriophyllum Verticillatum,49.16287,19.46943,Plant,06/05/2022,Placeholder Info
767,Yellow Water-Lily,51.64856,10.1252,Plant,06/05/2022,Placeholder Info
768,Yellow Water-Lily,49.23805,12.74135,Plant,06/05/2022,Placeholder Info
769,Japanese Knotweed,49.30498,25.26402,Plant,06/05/2022,Placeholder Info
770,Myriophyllum Verticillatum,51.86369,18.2475,Plant,06/05/2022,Placeholder Info
771,Japanese Knotweed,50.76623,25.67004,Plant,06/05/2022,Placeholder Info
772,Daisy,51.94505,21.50371,Plant,06/05/2022,Placeholder Info
773,Daisy,51.87034,22.00288,Plant,06/05/2022,Placeholder Info
774,Yellow Water-Lily,48.12812,24.88112,Plant,06/05/2022,Placeholder Info
775,Japanese Knotweed,51.95761,5.37574,Plant,06/05/2022,Placeholder Info
776,Daisy,48.60174,16.25452,Plant,06/05/2022,Placeholder Info
777,Gentiana Pneumonanthe,51.88947,15.44419,Plant,06/05/2022,Placeholder Info
778,Japanese Knotweed,49.12983,18.86986,Plant,06/05/2022,Placeholder Info
779,Gentiana Pneumonanthe,47.71584,21.8661,Plant,06/05/2022,Placeholder Info
780,Gentiana Pneumonanthe,47.35263,16.51298,Plant,06/05/2022,Placeholder Info
781,Myriophyllum Verticillatum,48.62148,26.36325,Plant,06/05/2022,Placeholder Info
782,Yellow Water-Lily,51.75676,18.61017,Plant,06/05/2022,Placeholder Info
783,Daisy,48.07106,7.18982,Plant,06/05/2022,Placeholder Info
784,Yellow Water-Lily,51.44208,11.27259,Plant,06/05/2022,Placeholder Info
785,Daisy,48.45862,26.53158,Plant,06/05/2022,Placeholder Info
786,Yellow Water-Lily,49.83771,24.04554,Plant,06/05/2022,Placeholder Info
787,Daisy,48.04605,11.57116,Plant,06/05/2022,Placeholder Info
788,Gentiana Pneumonanthe,51.94345,12.69142,Plant,06/05/2022,Placeholder Info
789,Gentiana Pneumonanthe,50.55126,21.69273,Plant,06/05/2022,Placeholder Info
790,Yellow Water-Lily,50.07765,13.80703,Plant,06/05/2022,Placeholder Info
791,Japanese Knotweed,51.66475,18.27248,Plant,06/05/2022,Placeholder Info
792,Yellow Water-Lily,50.81154,23.36827,Plant,06/05/2022,Placeholder Info
793,Japanese Knotweed,51.60255,11.87756,Plant,06/05/2022,Placeholder Info
794,Myriophyllum Verticillatum,51.59036,11.28186,Plant,06/05/2022,Placeholder Info
795,Gentiana Pneumonanthe,50.67362,22.74774,Plant,06/05/2022,Placeholder Info
796,Gentiana Pneumonanthe,51.7147,25.98016,Plant,06/05/2022,Placeholder Info
797,Daisy,51.3868,26.01503,Plant,06/05/2022,Placeholder Info
798,Japanese Knotweed,50.84008,24.86644,Plant,06/05/2022,Placeholder Info
799,Japanese Knotweed,51.06642,21.74231,Plant,06/05/2022,Placeholder Info
800,Yellow Water-Lily,51.48166,17.6815,Plant,06/05/2022,Placeholder Info
801,Gentiana Pneumonanthe,48.54815,14.5304,Plant,06/05/2022,Placeholder Info
802,Gentiana Pneumonanthe,47.68723,15.70184,Plant,06/05/2022,Placeholder Info
803,Yellow Water-Lily,47.38376,19.42802,Plant,06/05/2022,Placeholder Info
804,Gentiana Pneumonanthe,49.5865,22.00134,Plant,06/05/2022,Placeholder Info
805,Japanese Knotweed,51.59308,17.37261,Plant,06/05/2022,Placeholder Info
806,Japanese Knotweed,51.42112,9.71175,Plant,06/05/2022,Placeholder Info
807,Gentiana Pneumonanthe,48.48198,17.68022,Plant,06/05/2022,Placeholder Info
808,Gentiana Pneumonanthe,48.04954,13.9747,Plant,06/05/2022,Placeholder Info
809,Myriophyllum Verticillatum,51.79088,9.62744,Plant,06/05/2022,Placeholder Info
810,Japanese Knotweed,48.51258,10.68231,Plant,06/05/2022,Placeholder Info
811,Myriophyllum Verticillatum,51.79671,4.20268,Plant,06/05/2022,Placeholder Info
812,Japanese Knotweed,51.29662,20.12196,Plant,06/05/2022,Placeholder Info
813,Myriophyllum Verticillatum,50.71159,6.12119,Plant,06/05/2022,Placeholder Info
814,Yellow Water-Lily,48.53652,18.64362,Plant,06/05/2022,Placeholder Info
815,Gentiana Pneumonanthe,51.31784,9.80723,Plant,06/05/2022,Placeholder Info
816,Myriophyllum Verticillatum,48.63768,15.22615,Plant,06/05/2022,Placeholder Info
817,Myriophyllum Verticillatum,50.23437,20.95903,Plant,06/05/2022,Placeholder Info
818,Gentiana Pneumonanthe,48.72167,19.23045,Plant,06/05/2022,Placeholder Info
819,Daisy,47.93596,21.35909,Plant,06/05/2022,Placeholder Info
820,Yellow Water-Lily,47.07642,26.74535,Plant,06/05/2022,Placeholder Info
821,Japanese Knotweed,48.72661,27.66765,Plant,06/05/2022,Placeholder Info
822,Japanese Knotweed,49.83333,7.68779,Plant,06/05/2022,Placeholder Info
823,Japanese Knotweed,49.61961,27.21876,Plant,06/05/2022,Placeholder Info
824,Yellow Water-Lily,51.21644,15.94626,Plant,06/05/2022,Placeholder Info
825,Daisy,47.8858,25.9576,Plant,06/05/2022,Placeholder Info
826,Gentiana Pneumonanthe,48.23756,12.77674,Plant,06/05/2022,Placeholder Info
827,Yellow Water-Lily,48.61814,18.33759,Plant,06/05/2022,Placeholder Info
828,Daisy,47.04974,24.56267,Plant,06/05/2022,Placeholder Info
829,Yellow Water-Lily,47.26168,20.03904,Plant,06/05/2022,Placeholder Info
830,Myriophyllum Verticillatum,48.78135,25.40038,Plant,06/05/2022,Placeholder Info
831,Myriophyllum Verticillatum,50.14928,22.26095,Plant,06/05/2022,Placeholder Info
832,Daisy,48.47798,19.33057,Plant,06/05/2022,Placeholder Info
833,Yellow Water-Lily,47.02776,20.55598,Plant,06/05/2022,Placeholder Info
834,Daisy,48.6587,24.63935,Plant,06/05/2022,Placeholder Info
835,Yellow Water-Lily,49.32716,20.39736,Plant,06/05/2022,Placeholder Info
836,Daisy,49.81408,23.28828,Plant,06/05/2022,Placeholder Info
837,Gentiana Pneumonanthe,48.65224,10.37516,Plant,06/05/2022,Placeholder Info
838,Myriophyllum Verticillatum,47.05107,16.6804,Plant,06/05/2022,Placeholder Info
839,Myriophyllum Verticillatum,47.96783,14.88116,Plant,06/05/2022,Placeholder Info
840,Gentiana Pneumonanthe,48.27856,25.16971,Plant,06/05/2022,Placeholder Info
841,Yellow Water-Lily,47.56664,26.95238,Plant,06/05/2022,Placeholder Info
842,Yellow Water-Lily,47.15567,7.87915,Plant,06/05/2022,Placeholder Info
843,Japanese Knotweed,49.14627,21.72849,Plant,06/05/2022,Placeholder Info
844,Myriophyllum Verticillatum,48.11206,8.42666,Plant,06/05/2022,Placeholder Info
845,Japanese Knotweed,50.57411,16.37401,Plant,06/05/2022,Placeholder Info
846,Japanese Knotweed,50.41008,10.0858,Plant,06/05/2022,Placeholder Info
847,Yellow Water-Lily,50.78743,15.90545,Plant,06/05/2022,Placeholder Info
848,Yellow Water-Lily,50.50895,23.94657,Plant,06/05/2022,Placeholder Info
849,Japanese Knotweed,47.35999,14.62349,Plant,06/05/2022,Placeholder Info
850,Daisy,50.36696,22.22337,Plant,06/05/2022,Placeholder Info
851,Gentiana Pneumonanthe,50.86173,5.39486,Plant,06/05/2022,Placeholder Info
852,Gentiana Pneumonanthe,49.17565,12.30601,Plant,06/05/2022,Placeholder Info
853,Daisy,49.18525,13.70963,Plant,06/05/2022,Placeholder Info
854,Gentiana Pneumonanthe,50.83974,11.66403,Plant,06/05/2022,Placeholder Info
855,Japanese Knotweed,47.04699,22.29428,Plant,06/05/2022,Placeholder Info
856,Japanese Knotweed,49.34862,8.73309,Plant,06/05/2022,Placeholder Info
857,Yellow Water-Lily,47.97905,9.05139,Plant,06/05/2022,Placeholder Info
858,Daisy,50.89973,9.7494,Plant,06/05/2022,Placeholder Info
859,Yellow Water-Lily,49.52787,12.00922,Plant,06/05/2022,Placeholder Info
860,Gentiana Pneumonanthe,48.98528,17.4645,Plant,06/05/2022,Placeholder Info
861,Yellow Water-Lily,48.6856,16.49683,Plant,06/05/2022,Placeholder Info
862,Daisy,47.31089,5.43498,Plant,06/05/2022,Placeholder Info
863,Gentiana Pneumonanthe,49.91358,23.40712,Plant,06/05/2022,Placeholder Info
864,Japanese Knotweed,48.60336,12.51984,Plant,06/05/2022,Placeholder Info
865,Myriophyllum Verticillatum,48.12651,19.99867,Plant,06/05/2022,Placeholder Info
866,Japanese Knotweed,51.98894,9.07349,Plant,06/05/2022,Placeholder Info
867,Daisy,51.11492,25.43044,Plant,06/05/2022,Placeholder Info
868,Gentiana Pneumonanthe,47.076,19.59372,Plant,06/05/2022,Placeholder Info
869,Daisy,49.26983,23.08264,Plant,06/05/2022,Placeholder Info
870,Japanese Knotweed,47.82986,26.90705,Plant,06/05/2022,Placeholder Info
871,Myriophyllum Verticillatum,47.51982,24.26193,Plant,06/05/2022,Placeholder Info
872,Gentiana Pneumonanthe,49.69574,7.72586,Plant,06/05/2022,Placeholder Info
873,Yellow Water-Lily,49.47485,6.63607,Plant,06/05/2022,Placeholder Info
874,Daisy,50.10988,24.29805,Plant,06/05/2022,Placeholder Info
875,Gentiana Pneumonanthe,48.51331,8.33578,Plant,06/05/2022,Placeholder Info
876,Myriophyllum Verticillatum,47.75262,15.04509,Plant,06/05/2022,Placeholder Info
877,Gentiana Pneumonanthe,49.75147,13.15727,Plant,06/05/2022,Placeholder Info
878,Daisy,51.84194,19.9462,Plant,06/05/2022,Placeholder Info
879,Japanese Knotweed,51.29673,27.30783,Plant,06/05/2022,Placeholder Info
880,Yellow Water-Lily,50.45463,6.80542,Plant,06/05/2022,Placeholder Info
881,Myriophyllum Verticillatum,47.71233,20.41779,Plant,06/05/2022,Placeholder Info
882,Yellow Water-Lily,50.7407,19.07122,Plant,06/05/2022,Placeholder Info
883,Myriophyllum Verticillatum,51.18899,20.25302,Plant,06/05/2022,Placeholder Info
884,Myriophyllum Verticillatum,49.68221,7.45444,Plant,06/05/2022,Placeholder Info
885,Gentiana Pneumonanthe,49.93329,15.71256,Plant,06/05/2022,Placeholder Info
886,Myriophyllum Verticillatum,48.20424,5.62252,Plant,06/05/2022,Placeholder Info
887,Gentiana Pneumonanthe,48.89103,21.02586,Plant,06/05/2022,Placeholder Info
888,Daisy,48.91805,20.94733,Plant,06/05/2022,Placeholder Info
889,Japanese Knotweed,50.32999,19.44153,Plant,06/05/2022,Placeholder Info
890,Japanese Knotweed,48.46592,24.8776,Plant,06/05/2022,Placeholder Info
891,Myriophyllum Verticillatum,49.50164,6.10784,Plant,06/05/2022,Placeholder Info
892,Daisy,47.31126,15.94318,Plant,06/05/2022,Placeholder Info
893,Gentiana Pneumonanthe,47.15643,13.3847,Plant,06/05/2022,Placeholder Info
894,Myriophyllum Verticillatum,48.55455,27.48459,Plant,06/05/2022,Placeholder Info
895,Myriophyllum Verticillatum,49.15104,15.88137,Plant,06/05/2022,Placeholder Info
896,Japanese Knotweed,47.96492,9.60475,Plant,06/05/2022,Placeholder Info
897,Myriophyllum Verticillatum,47.53445,20.10428,Plant,06/05/2022,Placeholder Info
898,Yellow Water-Lily,48.57494,12.81605,Plant,06/05/2022,Placeholder Info
899,Yellow Water-Lily,50.23544,20.70377,Plant,06/05/2022,Placeholder Info
900,Yellow Water-Lily,49.1385,4.26849,Plant,06/05/2022,Placeholder Info
901,Myriophyllum Verticillatum,48.68197,17.58162,Plant,06/05/2022,Placeholder Info
902,Myriophyllum Verticillatum,49.91902,24.81329,Plant,06/05/2022,Placeholder Info
903,Japanese Knotweed,49.77364,18.13306,Plant,06/05/2022,Placeholder Info
904,Daisy,48.05635,21.73905,Plant,06/05/2022,Placeholder Info
905,Japanese Knotweed,50.97745,14.38865,Plant,06/05/2022,Placeholder Info
906,Gentiana Pneumonanthe,51.36633,12.3893,Plant,06/05/2022,Placeholder Info
907,Myriophyllum Verticillatum,50.10838,27.45079,Plant,06/05/2022,Placeholder Info
908,Daisy,50.13816,16.8231,Plant,06/05/2022,Placeholder Info
909,Daisy,47.84242,6.55432,Plant,06/05/2022,Placeholder Info
910,Gentiana Pneumonanthe,48.17113,14.05928,Plant,06/05/2022,Placeholder Info
911,Gentiana Pneumonanthe,47.67628,20.81213,Plant,06/05/2022,Placeholder Info
912,Daisy,48.69181,4.97657,Plant,06/05/2022,Placeholder Info
913,Yellow Water-Lily,50.56232,21.22129,Plant,06/05/2022,Placeholder Info
914,Daisy,47.77592,15.59902,Plant,06/05/2022,Placeholder Info
915,Japanese Knotweed,47.03115,7.62552,Plant,06/05/2022,Placeholder Info
916,Daisy,50.49724,6.49684,Plant,06/05/2022,Placeholder Info
917,Daisy,51.37283,4.90241,Plant,06/05/2022,Placeholder Info
918,Japanese Knotweed,48.58109,8.00414,Plant,06/05/2022,Placeholder Info
919,Gentiana Pneumonanthe,51.95307,8.74104,Plant,06/05/2022,Placeholder Info
920,Yellow Water-Lily,49.46347,25.87943,Plant,06/05/2022,Placeholder Info
921,Myriophyllum Verticillatum,51.42973,10.88536,Plant,06/05/2022,Placeholder Info
922,Myriophyllum Verticillatum,48.8085,27.79634,Plant,06/05/2022,Placeholder Info
923,Gentiana Pneumonanthe,48.60093,23.76868,Plant,06/05/2022,Placeholder Info
924,Yellow Water-Lily,47.20579,19.09231,Plant,06/05/2022,Placeholder Info
925,Yellow Water-Lily,47.36755,16.08419,Plant,06/05/2022,Placeholder Info
926,Japanese Knotweed,48.92905,7.81153,Plant,06/05/2022,Placeholder Info
927,Japanese Knotweed,51.32454,13.13942,Plant,06/05/2022,Placeholder Info
928,Gentiana Pneumonanthe,50.27102,6.18461,Plant,06/05/2022,Placeholder Info
929,Daisy,48.11706,8.43916,Plant,06/05/2022,Placeholder Info
930,Japanese Knotweed,49.31526,21.44539,Plant,06/05/2022,Placeholder Info
931,Gentiana Pneumonanthe,49.45878,23.15611,Plant,06/05/2022,Placeholder Info
932,Daisy,47.26908,16.55783,Plant,06/05/2022,Placeholder Info
933,Yellow Water-Lily,48.52206,10.35679,Plant,06/05/2022,Placeholder Info
934,Daisy,48.97161,24.97103,Plant,06/05/2022,Placeholder Info
935,Gentiana Pneumonanthe,49.52088,27.32867,Plant,06/05/2022,Placeholder Info
936,Myriophyllum Verticillatum,51.93221,6.76344,Plant,06/05/2022,Placeholder Info
937,Myriophyllum Verticillatum,47.04924,22.58807,Plant,06/05/2022,Placeholder Info
938,Daisy,48.08685,17.93179,Plant,06/05/2022,Placeholder Info
939,Gentiana Pneumonanthe,51.17449,20.61014,Plant,06/05/2022,Placeholder Info
940,Myriophyllum Verticillatum,48.58496,27.46239,Plant,06/05/2022,Placeholder Info
941,Gentiana Pneumonanthe,48.17666,27.72103,Plant,06/05/2022,Placeholder Info
942,Japanese Knotweed,50.97652,18.16251,Plant,06/05/2022,Placeholder Info
943,Japanese Knotweed,47.05931,4.5778,Plant,06/05/2022,Placeholder Info
944,Myriophyllum Verticillatum,48.87563,15.16935,Plant,06/05/2022,Placeholder Info
945,Daisy,49.13591,21.12843,Plant,06/05/2022,Placeholder Info
946,Daisy,51.67952,16.01818,Plant,06/05/2022,Placeholder Info
947,Gentiana Pneumonanthe,50.17033,15.42159,Plant,06/05/2022,Placeholder Info
948,Gentiana Pneumonanthe,48.03637,24.81423,Plant,06/05/2022,Placeholder Info
949,Gentiana Pneumonanthe,48.83985,26.86628,Plant,06/05/2022,Placeholder Info
950,Yellow Water-Lily,51.0664,17.80384,Plant,06/05/2022,Placeholder Info
951,Myriophyllum Verticillatum,47.9568,9.45999,Plant,06/05/2022,Placeholder Info
952,Myriophyllum Verticillatum,50.42075,13.05229,Plant,06/05/2022,Placeholder Info
953,Japanese Knotweed,50.78086,15.49044,Plant,06/05/2022,Placeholder Info
954,Japanese Knotweed,48.35636,18.67183,Plant,06/05/2022,Placeholder Info
955,Daisy,48.87438,25.92556,Plant,06/05/2022,Placeholder Info
956,Gentiana Pneumonanthe,48.09483,19.83169,Plant,06/05/2022,Placeholder Info
957,Yellow Water-Lily,50.73341,16.44595,Plant,06/05/2022,Placeholder Info
958,Daisy,50.00529,8.10717,Plant,06/05/2022,Placeholder Info
959,Daisy,50.06754,23.50734,Plant,06/05/2022,Placeholder Info
960,Yellow Water-Lily,48.05393,27.27007,Plant,06/05/2022,Placeholder Info
961,Daisy,48.73823,23.35902,Plant,06/05/2022,Placeholder Info
962,Yellow Water-Lily,47.39272,8.27286,Plant,06/05/2022,Placeholder Info
963,Japanese Knotweed,50.42292,22.3372,Plant,06/05/2022,Placeholder Info
964,Gentiana Pneumonanthe,48.22947,11.63819,Plant,06/05/2022,Placeholder Info
965,Daisy,47.39545,20.51222,Plant,06/05/2022,Placeholder Info
966,Daisy,50.38015,16.77771,Plant,06/05/2022,Placeholder Info
967,Gentiana Pneumonanthe,47.69497,11.77405,Plant,06/05/2022,Placeholder Info
968,Yellow Water-Lily,49.40402,13.07434,Plant,06/05/2022,Placeholder Info
969,Japanese Knotweed,51.0513,21.18161,Plant,06/05/2022,Placeholder Info
970,Gentiana Pneumonanthe,51.60985,10.88265,Plant,06/05/2022,Placeholder Info
971,Myriophyllum Verticillatum,50.54934,23.62406,Plant,06/05/2022,Placeholder Info
972,Daisy,49.38207,11.8049,Plant,06/05/2022,Placeholder Info
973,Daisy,51.96227,12.09393,Plant,06/05/2022,Placeholder Info
974,Yellow Water-Lily,51.0255,14.22646,Plant,06/05/2022,Placeholder Info
975,Myriophyllum Verticillatum,51.50825,6.63161,Plant,06/05/2022,Placeholder Info
976,Daisy,47.38073,14.10059,Plant,06/05/2022,Placeholder Info
977,Daisy,48.34707,27.04321,Plant,06/05/2022,Placeholder Info
978,Myriophyllum Verticillatum,48.46266,21.02896,Plant,06/05/2022,Placeholder Info
979,Gentiana Pneumonanthe,50.49933,27.08397,Plant,06/05/2022,Placeholder Info
980,Myriophyllum Verticillatum,48.231,7.44223,Plant,06/05/2022,Placeholder Info
981,Yellow Water-Lily,49.06542,8.7387,Plant,06/05/2022,Placeholder Info
982,Japanese Knotweed,50.71182,23.86923,Plant,06/05/2022,Placeholder Info
983,Gentiana Pneumonanthe,51.49813,5.63895,Plant,06/05/2022,Placeholder Info
984,Japanese Knotweed,51.21265,9.97983,Plant,06/05/2022,Placeholder Info
985,Daisy,47.79407,27.08302,Plant,06/05/2022,Placeholder Info
986,Yellow Water-Lily,50.73947,4.7737,Plant,06/05/2022,Placeholder Info
987,Gentiana Pneumonanthe,47.61757,21.58864,Plant,06/05/2022,Placeholder Info
988,Japanese Knotweed,51.90906,23.81257,Plant,06/05/2022,Placeholder Info
989,Daisy,49.00614,24.66835,Plant,06/05/2022,Placeholder Info
990,Yellow Water-Lily,51.02298,24.58496,Plant,06/05/2022,Placeholder Info
991,Myriophyllum Verticillatum,47.38617,26.2278,Plant,06/05/2022,Placeholder Info
992,Japanese Knotweed,49.09472,7.23671,Plant,06/05/2022,Placeholder Info
993,Myriophyllum Verticillatum,49.2969,17.17692,Plant,06/05/2022,Placeholder Info
994,Myriophyllum Verticillatum,50.99136,12.27034,Plant,06/05/2022,Placeholder Info
995,Gentiana Pneumonanthe,51.5968,17.04229,Plant,06/05/2022,Placeholder Info
996,Japanese Knotweed,51.19735,5.50234,Plant,06/05/2022,Placeholder Info
997,Yellow Water-Lily,49.92042,14.73598,Plant,06/05/2022,Placeholder Info
998,Yellow Water-Lily,48.13752,18.58437,Plant,06/05/2022,Placeholder Info
999,Myriophyllum Verticillatum,48.11739,15.73374,Plant,06/05/2022,Placeholder Info
1000,Guinea Pig,52.0414003,4.2217309,Animal,2022-06-05,There are very cute guinea pigs in this household
1001,Chicken,52.0413994,4,Animal,2022-06-05,The chicken is in a cage
